Title	Description	Link	pubDate	Image
‘People need a break’: DRC conflict reignites dark memories of Congo wars	Is a deadly past replaying for Congolese as M23 rebels march on Kinshasa amid presence of Rwandan and Ugandan troops?	https://www.aljazeera.com/news/2025/3/13/people-need-a-break-drc-conflict-reignites-dark-memories-of-congo-wars?traffic_source=rss	2025-03-12T22:43:48-07:00	
Russia-Ukraine war: List of key events, day 1,113	These are the key developments on day 1,113 of Russia’s war on Ukraine.	https://www.aljazeera.com/news/2025/3/13/russia-ukraine-war-list-of-key-events-day-1113?traffic_source=rss	2025-03-12T21:51:51-07:00	
US public souring on Trump’s handling of economy, polls show	Majority of Americans disapprove of Trump’s economic management amid stock market turmoil, polls show.	https://www.aljazeera.com/economy/2025/3/13/us-public-souring-on-trumps-handling-of-economy-polls-show?traffic_source=rss	2025-03-12T21:33:34-07:00	
‘Many will die’: UN aid chief warns of fallout as humanitarian relief cut	Funding cuts could mean less help for people in Gaza, Sudan, Syria, Ukraine and many more countries, UN aid chief said.	https://www.aljazeera.com/news/2025/3/13/many-will-die-un-aid-chief-warns-of-fallout-as-humanitarian-relief-cut?traffic_source=rss	2025-03-12T20:55:30-07:00	
Across Global South, USAID’s demise raises fears of malaria, TB resurgence	US President Donald Trump's administration has abolished 83 percent of aid agency's humanitarian programmes.	https://www.aljazeera.com/news/2025/3/13/across-global-south-usaids-demise-raises-fears-of-malaria-tb-resurgence?traffic_source=rss	2025-03-12T20:32:42-07:00	
Hamas welcomes Trump’s pullback from Gaza mass displacement plan	US president says 'nobody is expelling Palestinians from Gaza' during White House meeting.	https://www.aljazeera.com/news/2025/3/13/hamas-welcomes-trumps-pullback-from-gaza-mass-displacement-plan?traffic_source=rss	2025-03-12T19:43:35-07:00	
Kuwait frees group of jailed Americans, representative says	Release of prisoners comes amid push by Trump administration to bring home US citizens jailed overseas.	https://www.aljazeera.com/news/2025/3/13/kuwait-frees-group-of-jailed-americans-representative-says?traffic_source=rss	2025-03-12T18:22:18-07:00	
Key takeaways from Irish leader Michael Martin’s visit with Donald Trump	Trump once again used 'Palestinian' as an insult against his rivals, while describing Ireland's housing crisis as good.	https://www.aljazeera.com/news/2025/3/13/key-takeaways-from-irish-leader-michael-martins-visit-with-donald-trump?traffic_source=rss	2025-03-12T17:21:53-07:00	
Real Madrid beat Atletico in Champions League	Real Madrid beat Atletico on penalties in Champions League; Arsenal, Villa, Dortmund also advance to quarterfinals.	https://www.aljazeera.com/sports/2025/3/12/real-madrid-beat-atletico-in-champions-league?traffic_source=rss	2025-03-12T16:42:28-07:00	
DRC and M23 rebels to begin direct talks next week, mediator Angola says	A spokesperson for DRC's President Felix Tshisekedi said the government had received an invitation for the talks.	https://www.aljazeera.com/news/2025/3/12/drc-and-m23-rebels-to-begin-direct-talks-next-week-mediator-angola-says?traffic_source=rss	2025-03-12T14:29:13-07:00	
Russia claims more gains in Kursk as Ukraine hints at pullback	Putin hails advances in Kursk during a rare visit, promising to fully liberate the region from Ukrainian forces soon.	https://www.aljazeera.com/news/2025/3/12/russia-claims-more-gains-in-kursk-as-ukraine-hints-at-pullback?traffic_source=rss	2025-03-12T13:42:29-07:00	
Palestinian survivor of Israeli sexual abuse testifies at UN	Palestinian survivors of Israeli settler sexual abuse testify at the UN in Geneva.	https://www.aljazeera.com/program/newsfeed/2025/3/12/palestinian-survivor-of-israeli-sexual-abuse-testifies-at-un?traffic_source=rss	2025-03-12T13:29:26-07:00	
What’s behind Rodrigo Duterte’s arrest by the ICC?	The former Philippine president is facing charges of crimes against humanity over his 'war on drugs'.	https://www.aljazeera.com/program/inside-story/2025/3/12/whats-behind-rodrigo-dutertes-arrest-by-the-icc?traffic_source=rss	2025-03-12T13:21:35-07:00	
Duterte says he will shield police, military from drug crackdown fallout	Rodrigo Duterte said he is -responsible- for the drug crackdown that landed him an ICC arrest warrant.	https://www.aljazeera.com/program/newsfeed/2025/3/12/duterte-says-he-will-shield-police-military-from-drug-crackdown-fallout?traffic_source=rss	2025-03-12T13:21:10-07:00	
Trump administration slashes dozens of US environmental protections	Trump ally Lee Zeldin says Environmental Protection Agency will eliminate 31 protections for air and water pollution.	https://www.aljazeera.com/news/2025/3/12/trump-administration-slashes-dozens-of-us-environmental-protections?traffic_source=rss	2025-03-12T13:15:56-07:00	
Hundreds rally outside New York court to demand release of Mahmoud Khalil	Columbia University student's lawyers ask judge to order his return to New York from immigration detention in Louisiana.	https://www.aljazeera.com/news/2025/3/12/hundreds-rally-outside-new-york-court-to-demand-release-of-mahmoud-khalil?traffic_source=rss	2025-03-12T12:13:04-07:00	
Former Philippines leader Duterte’s ICC case explained	Former Philippines President Rodrigo Duterte has arrived at The Hague for his ICC trial.	https://www.aljazeera.com/program/newsfeed/2025/3/12/former-philippines-leader-dutertes-icc-case-explained?traffic_source=rss	2025-03-12T12:12:29-07:00	
ICC takes custody of former Philippines President Rodrigo Duterte	Duterte will be brought before an ICC judge in The Hague in the coming days for an initial appearance, court says.	https://www.aljazeera.com/news/2025/3/12/icc-takes-custody-of-former-philippines-president-rodrigo-duterte?traffic_source=rss	2025-03-12T11:57:04-07:00	
Iran’s Khamenei says nuclear talks with US won’t lift sanctions	Supreme leader criticises the US for abandoning the nuclear deal and imposing sanctions, questions the value of talks.	https://www.aljazeera.com/news/2025/3/12/irans-khamenei-says-nuclear-talks-with-us-wont-lift-sanctions?traffic_source=rss	2025-03-12T11:29:56-07:00	
‘A rain of rockets and bullets’: Survivors of Pakistan’s train hijacking	Dozens of separatist Baloch fighters attacked the Jaffar Express passenger train in Pakistan’s Balochistan province.	https://www.aljazeera.com/features/2025/3/12/a-rain-of-rockets-and-bullets-survivors-of-pakistans-train-hijacking?traffic_source=rss	2025-03-12T11:25:01-07:00	
Trump mass layoffs cause uncertainty among federal firefighting workforce	Experts warn that cuts to the federal firefighting workforce could hamper preparations for this year’s peak fire season.	https://www.aljazeera.com/features/longform/2025/3/12/trump-mass-layoffs-cause-uncertainty-among-federal-firefighting-workforce?traffic_source=rss	2025-03-12T11:05:00-07:00	
Mahmoud Khalil’s wife demands release of ‘kidnapped’ husband	The wife of pro-Palestinian activist Mahmoud Khalil released a statement calling for her husband’s immediate release.	https://www.aljazeera.com/program/newsfeed/2025/3/12/mahmoud-khalils-wife-demands-release-of-kidnapped-husband?traffic_source=rss	2025-03-12T10:34:56-07:00	
Pakistan says more than 300 hostages rescued from hijacked train	A military spokesman says the rescue operation has concluded and that all 33 attackers were killed.	https://www.aljazeera.com/news/2025/3/12/pakistan-says-more-than-300-hostages-rescued-from-hijacked-train?traffic_source=rss	2025-03-12T10:23:12-07:00	
Who are the BLA – the group behind Pakistan’s deadly train hijack?	The group's train attack is the latest in a series of increasingly audacious assaults it has launched.	https://www.aljazeera.com/news/2025/3/12/who-are-the-bla-the-group-behind-pakistans-deadly-train-hijack?traffic_source=rss	2025-03-12T10:19:04-07:00	
‘Closest target’: Why is Donald Trump so focused on Canada?	Tariffs and threats to annex Canada fall into Donald Trump's wider vision for US dominance in the world, experts say.	https://www.aljazeera.com/news/2025/3/12/closest-target-why-is-donald-trump-so-focused-on-canada?traffic_source=rss	2025-03-12T10:16:27-07:00	
Balochistan train hijacking: situation still -very complex-	Masood Akhtar, a national security analyst from Pakistan, examines the Balochistan train hijacking and its implications.	https://www.aljazeera.com/program/quotable/2025/3/12/aje-onl-qtmasoodakhtarfinal-120325?traffic_source=rss	2025-03-12T09:57:49-07:00	
Bank of Canada cuts interest rates, warned country faces ‘new crisis’	BoC also said it would &quot;proceed carefully with any further changes&quot; to rates given inflationary pressures from tariffs.	https://www.aljazeera.com/economy/2025/3/12/bank-of-canada-cuts-interest-rates-warned-country-faces-new-crisis?traffic_source=rss	2025-03-12T09:28:52-07:00	
With an ailing economy, is China a stable global player?	Chinese leaders have unveiled their plans to revive the economy during the National People’s Congress.	https://www.aljazeera.com/program/counting-the-cost/2025/3/12/with-an-ailing-economy-is-china-a-stable-global-player?traffic_source=rss	2025-03-12T09:20:19-07:00	
Man arrested over North Sea ship collision a Russian national, says owner	British police are investigating the cause behind a crash between a cargo vessel and an anchored US fuel tanker.	https://www.aljazeera.com/news/2025/3/12/man-arrested-over-north-sea-ship-collision-a-russian-national-says-owner?traffic_source=rss	2025-03-12T09:02:30-07:00	
Pakistan separatist fighters release video showing attack on train	Video released by Pakistan separatists, the Balochistan Liberation Army, show the moment they attacked a train.	https://www.aljazeera.com/program/newsfeed/2025/3/12/pakistan-separatist-fighters-release-video-showing-attack-on-train?traffic_source=rss	2025-03-12T08:21:36-07:00	
Palestinians mourn victims of Israeli attack on Gaza	Palestinians are mourning the victims of Tuesday’s Israeli air attack near Gaza City that killed four people.	https://www.aljazeera.com/program/newsfeed/2025/3/12/palestinians-mourn-victims-of-israeli-attack-on-gaza?traffic_source=rss	2025-03-12T07:48:00-07:00	
Russia ‘studying’ US ceasefire proposal agreed to by Ukraine	The Kremlin says it is examining the US ceasefire proposal agreed to by Ukraine.	https://www.aljazeera.com/program/newsfeed/2025/3/12/russia-studying-us-ceasefire-proposal-agreed-to-by-ukraine?traffic_source=rss	2025-03-12T07:35:13-07:00	
Analysis: Call to disband PKK reshapes Turkiye, Syria power dynamics	Ocalan's call comes as value of armed fight diminishes, and Kurdish political participation grew - will this continue?	https://www.aljazeera.com/news/2025/3/12/analysis-call-to-disband-pkk-reshapes-turkiye-syria-power-dynamics?traffic_source=rss	2025-03-12T07:24:58-07:00	
African Union warns of Sudan partition risk	African Union urges member states and international community 'not to recognise any government or parallel entity'.	https://www.aljazeera.com/news/2025/3/12/african-union-warns-of-sudan-partition-risk?traffic_source=rss	2025-03-12T07:20:47-07:00	
Russia tight-lipped on ceasefire deal as US arms to Ukraine resume	Sources claims Kremlin wary, as Poland reports that US military aid flow to Ukraine is already back up to speed.	https://www.aljazeera.com/news/2025/3/12/russia-tight-lipped-on-ceasefire-deal-as-us-arms-to-ukraine-resume?traffic_source=rss	2025-03-12T06:28:36-07:00	
What next after Ukraine agrees to 30-day ceasefire	The presidents of the US and Ukraine have welcomed the agreement on a 30-day ceasefire proposal.	https://www.aljazeera.com/program/newsfeed/2025/3/12/what-next-after-ukraine-agrees-to-30-day-ceasefire?traffic_source=rss	2025-03-12T06:04:18-07:00	
Syrians flee to Lebanon after killings	Thousands of Syrians flee to Lebanon after clashes between government forces and pro-Assad fighters led to mass killings	https://www.aljazeera.com/program/newsfeed/2025/3/12/syrians-flee-to-lebanon-after-killings?traffic_source=rss	2025-03-12T06:02:44-07:00	
Trump wants to deport foreign students like me. Universities must defy him	Universities will get nowhere by facilitating the Trump administration's crackdown on pro-Palestinian students.	https://www.aljazeera.com/opinions/2025/3/12/trump-wants-to-deport-foreign-students-like-me-universities-must-defy-him?traffic_source=rss	2025-03-12T06:00:27-07:00	
‘Americans are on our side’: Russians laud US efforts to end Ukraine war	A sense of optimism is being felt across Russia, but some remain sceptical about the possibility of peace.	https://www.aljazeera.com/news/2025/3/12/americans-are-on-our-side-russians-laud-us-efforts-to-end-ukraine-war?traffic_source=rss	2025-03-12T05:46:51-07:00	
Bosnia orders police to bring in Republika Srpska President Milorad Dodik	Bosnian prosecutors have ordered the detention of three top Bosnian Serb officials over a series of separatist actions	https://www.aljazeera.com/news/2025/3/12/bosnia-orders-police-to-bring-in-republika-srpska-president-milorad-dodik?traffic_source=rss	2025-03-12T05:43:31-07:00	
Arrests of Columbia pro-Palestine activists will not save Israel’s image	The Trump administration's efforts to conceal the truth about Israel by targeting American universities will backfire.	https://www.aljazeera.com/opinions/2025/3/12/arrests-of-columbia-pro-palestine-activists-will-not-save-israels-image?traffic_source=rss	2025-03-12T05:35:48-07:00	
Video: What we know about Pakistan train hijacking	A rescue operation has been launched in Pakistan after separatist fighters hijacked a train with hundreds of civilians.	https://www.aljazeera.com/program/newsfeed/2025/3/12/video-what-we-know-about-pakistan-train-hijacking?traffic_source=rss	2025-03-12T05:14:59-07:00	
Iran’s nuclear programme in focus in China, Russia and US	China announces meeting with Russia and Iran amid UNSC talks over nuclear programme as Trump letter heads to Tehran.	https://www.aljazeera.com/news/2025/3/12/irans-nuclear-programme-in-focus-in-china-russia-and-us?traffic_source=rss	2025-03-12T05:06:16-07:00	
Mahmoud Khalil arrest: Can the US deport a green card holder?	Experts say Khalil's arrest is a 'clear effort' to silence pro-Palestinian speech in support as campus protests persist.	https://www.aljazeera.com/news/2025/3/12/mahmoud-khalil-arrest-can-the-us-deport-a-green-card-holder?traffic_source=rss	2025-03-12T05:02:41-07:00	
Ukraine accepts 30-day ceasefire in US talks: What it means for Russia war	The US has resumed military aid and intelligence sharing to Ukraine under a ceasefire deal awaiting Putin's approval.	https://www.aljazeera.com/news/2025/3/12/ukraine-accepts-30-day-ceasefire-in-us-talks-what-it-means-for-russia-war?traffic_source=rss	2025-03-12T04:36:06-07:00	
Can House Republicans cut $880bn without slashing Medicaid?	Medicaid cuts cause clashes. Democrats warn of consequences while Republicans deny Medicaid is in their proposal.	https://www.aljazeera.com/news/2025/3/12/can-house-republicans-cut-880bn-without-slashing-medicaid?traffic_source=rss	2025-03-12T03:53:26-07:00	
Georgian court hands former president Saakashvili new prison term	Georgia's opposition forces claim the ruling reflects regime's fear of the former pro-Western leader.	https://www.aljazeera.com/news/2025/3/12/georgian-court-hands-former-president-saakashvili-new-prison-term?traffic_source=rss	2025-03-12T03:50:55-07:00	
Ramadan 2025: Which countries grow the most dates?	Egypt, Saudi Arabia and Algeria produce nearly half of the world’s dates.	https://www.aljazeera.com/news/2025/3/12/ramadan-2025-which-countries-grow-the-most-dates?traffic_source=rss	2025-03-12T03:03:38-07:00	
Pakistan forces continue operation to free hundreds from hijacked train	Pakistan says 155 hostages rescued, but 300 more are on train seized by Balochistan Liberation Army.	https://www.aljazeera.com/news/2025/3/12/pakistan-forces-continue-operation-to-free-hundreds-from-hijacked-train?traffic_source=rss	2025-03-12T02:22:44-07:00	
‘Someone’s listening’: The fear and longing of ISIL families held in al-Hol	Al-Hol's children are forced to live in dire conditions and lack education and safety.	https://www.aljazeera.com/features/longform/2025/3/12/al-hol-syria-isil-isis?traffic_source=rss	2025-03-12T01:41:15-07:00	
