Title	Description	Link	pubDate	Image
Top Indian fact-checker in court for post calling out hate speech	Police want to arrest Mohammed Zubair after he highlighted a controversial Hindu priest's Islamophobic rant.	https://www.bbc.com/news/articles/c3dx9gy0k9no	2024-12-02T21:50:42-08:00	
Concerns raised over Trump's FBI nominee's agenda and qualifications	Critics say that Kash Patel does not have the experience of past FBI directors - and some fear he will politicize the agency.	https://www.bbc.com/news/articles/c89xwjqwe5vo	2024-12-02T19:29:45-08:00	
Hawaii woman Hannah Kobayashi spotted entering Mexico - police	Police say Ms Kobayashi is now considered to be 'voluntarily missing' and is not in danger.	https://www.bbc.com/news/articles/c5y7819j500o	2024-12-02T19:15:13-08:00	
Dead bodies everywhere' - villagers mourn children killed in drone strike	Villagers remain scarred a year after the military mistook them for jihadists, killing 85 people.	https://www.bbc.com/news/articles/czj7r3dvlrno	2024-12-02T17:55:02-08:00	
Wolves in EU could lose safeguards, allowing culls as numbers soar	The European Commission wants to change wolves' protected status, allowing nations to cull them.	https://www.bbc.com/news/articles/cy4pyw8d4vzo	2024-12-02T17:09:49-08:00	
Femicide victim's family awaits killer's sentence, and change in Italy	Giulia Cecchettin was killed by her ex-boyfriend in 2023, sparking an outpouring of grief and soul-searching.	https://www.bbc.com/news/articles/clyjnp74jldo	2024-12-02T16:31:43-08:00	
Australian suspect in 1977 murders extradited from Italy	Two women were found stabbed to death in their Melbourne home, in a case which has gripped Australia.	https://www.bbc.com/news/articles/cy8y4zxred7o	2024-12-02T16:14:20-08:00	
Trump picks investment banker Warren Stephens as UK ambassador	The billionaire donated millions to President-elect Donald Trump’s re-election campaign this year.	https://www.bbc.com/news/articles/c20e79nlpe6o	2024-12-02T15:50:19-08:00	
Musk's record $56bn pay deal rejected for second time	The decision upholds a January ruling and comes despite support from shareholders and directors.	https://www.bbc.com/news/articles/cyv3pzm4178o	2024-12-02T15:24:31-08:00	
Vietnamese tycoon in race to raise $9bn to avoid execution	Vietnamese law states that if she can pay back 75% of what she took, her life will be spared.	https://www.bbc.com/news/articles/cd753r47815o	2024-12-02T15:00:12-08:00	
Fianna Fáil emerges as largest party in Irish election	The party has won 48 seats, with Sinn Féin second on 39 and Fine Gael third on 38.	https://www.bbc.com/news/articles/cpdnlv8n758o	2024-12-02T14:59:17-08:00	
Migrants brought to UK from remote military island	Their journey to the UK marks the end of years of complex legal battles.	https://www.bbc.com/news/articles/cwy45d954yzo	2024-12-02T14:54:24-08:00	
In pictures: 40 years since world's deadliest gas leak killed thousands in India	In 1984, a poisonous gas leaked in the middle of the night from a pesticide factory in central India, killing thousands within days.	https://www.bbc.com/news/articles/cp35vlg3zvxo	2024-12-02T14:10:24-08:00	
Israel strikes Lebanon as Hezbollah targets military post	Both sides accuse each other of violating last week's ceasefire aimed at ending 13 months of conflict.	https://www.bbc.com/news/articles/c6273139ed4o	2024-12-02T12:47:37-08:00	
Georgia’s moment of truth: Protesters demand Western path not Russian past	The ruling party denies any Russian link, but its actions raise questions about Georgia's path to the EU.	https://www.bbc.com/news/articles/cj49xg5en09o	2024-12-02T12:40:33-08:00	
Ukraine’s exhausted troops in Russia told to cling on and wait for Trump	Ukrainian soldiers paint a bleak picture of a battle they don't understand, and fear they will lose.	https://www.bbc.com/news/articles/cn4x9gz4ylwo	2024-12-02T11:13:19-08:00	
Malaria vaccine rolled out in world's worst-affected country	It could save the lives of thousands of children in Nigeria, where 180,000 died from malaria in 2022.	https://www.bbc.com/news/articles/crk0mpz47jjo	2024-12-02T10:42:26-08:00	
France faces months of political instability as government nears collapse	Prime Minister Michel Barnier's minority government's survival has always depended on the indulgence of its enemies.	https://www.bbc.com/news/articles/c5y780j8e2xo	2024-12-02T10:41:54-08:00	
What is happening in north-western Syria and why now?	Rebels have captured a swathe of land during their largest offensive against the government in years.	https://www.bbc.com/news/articles/c99x0l1d432o	2024-12-02T10:10:45-08:00	
Australian police seize $500m of cocaine after boat breaks down	The drugs had an estimated street value of A$760m ($490m; £388m).	https://www.bbc.com/news/articles/cn4x78eemmpo	2024-12-02T08:16:30-08:00	
French PM risks no confidence vote after forcing through budget	Michel Barnier is unlikely to survive such a vote, with left and far-right parties promising to oppose him.	https://www.bbc.com/news/articles/cn8g7zp0q79o	2024-12-02T07:54:52-08:00	
Biden's Angola visit aims to showcase his attempts to rival China	Joe Biden will highlight a massive new railway project to help transport critical minerals to the US.	https://www.bbc.com/news/articles/cpq9jyv827do	2024-12-02T07:19:34-08:00	
What has Joe Biden said in the past about pardoning his son?	The US president has previously vowed not to intervene in his son's case.	https://www.bbc.com/news/articles/ceql5v5v0xlo	2024-12-02T06:07:12-08:00	
Belgium ordered to pay reparations for colonial kidnappings	Mixed-race children were forcibly removed from their families under a state policy in the 1940s.	https://www.bbc.com/news/articles/ce3l1w2pn9go	2024-12-02T05:01:16-08:00	
What did Hunter Biden do and what is a presidential pardon?	An act of clemency by Hunter Biden's father continues a tradition by American presidents.	https://www.bbc.com/news/articles/c99x07ny8lro	2024-12-02T03:37:23-08:00	
Iranian rapper freed after after death sentence overturned	Toomaj Salehi was arrested and later sentenced to death after supporting anti-government protests.	https://www.bbc.com/news/articles/cx269dr42vko	2024-12-02T03:17:28-08:00	
Top UN court to rule on key climate questions	The significant case could clarify governments' legal responsibilities in relation to climate change.	https://www.bbc.com/news/articles/cr4r03ngw1go	2024-12-02T01:51:29-08:00	
Norway suspends controversial deep-sea mining plan	Oslo's plan to open up its Arctic seabed for mining prompted stark environmental opposition.	https://www.bbc.com/news/articles/c9wlj8l8kr7o	2024-12-02T00:53:11-08:00	
Three dead and dozens sick after eating sea turtle stew	At least 32 people in the Philippines were admitted to hospital after consuming the endangered species.	https://www.bbc.com/news/articles/cx2y8xz9nweo	2024-12-02T00:22:34-08:00	
BBC hears of horror and hunger in Sudan massacre town	Massacres scar the town of El Geneina in Darfur, now a near-empty city as Sudan's 19-month war grinds on.	https://www.bbc.com/news/articles/cpdnllz54q0o	2024-12-01T21:57:58-08:00	
Dozens killed in crush at Guinea football match - reports	Guinea's PM Oury Bah says the government is working to restore calm after the crowd stampede.	https://www.bbc.com/news/articles/cdx9lg22k2po	2024-12-01T20:58:39-08:00	
How a Ugandan opposition leader disappeared in Kenya and ended up in military court	Uganda is facing condemnation following the arrest of the veteran politician while in Kenya.	https://www.bbc.com/news/articles/cp8x3vr6zj2o	2024-12-01T19:58:08-08:00	
